Manufacturer,Model,Titel,Date,Model/Type,Price,Currency,Website,Date_scraped,Type,Subtype,Group,Config,Storage,Storage Size (L),Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,Cluster
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (300L),ERRA08EW1 / ELSH(B)12P30E,01.08.2023,"Daikin ERRA08EW1 & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG integr. 300l Speicher, Truhengerät, ELSH12P30E",9207.0,EUR (4799.00 EUR & 4408.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-7.0,-10.0,35.0,1.4,5.6,27.0,24.0,27.0,0.0,190.0,134.0,4.81,5.42,,7600.0,6810.0,3248.0,2076.0,2.34,3.28,0
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (300L),ERRA10EW1 / ELSH(B)12P30E,01.08.2023,"Daikin ERRA10EW1 & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG integr. 300l Speicher, Truhengerät, ELSH12P30E",10107.0,EUR (5699.00 EUR & 4408.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-10.0,-10.0,35.0,0.0,4.3,27.0,24.0,27.0,0.0,191.0,134.0,4.84,5.41,,7600.0,7970.0,3248.0,2571.0,2.34,3.1,0
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (300L),ERRA12EW1 / ELSH(B)12P30E,01.08.2023,"Daikin Altherma 3 R MT 12 Monoblock-Wärmepumpen-Außengerät (ERRA12EW1) & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG integr. 300l Speicher, Truhengerät, ELSH12P30E",10807.0,EUR (6399.00 EUR & 4408.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-10.0,-10.0,35.0,0.0,4.3,27.0,24.0,27.0,0.0,191.0,138.0,4.84,5.41,,7600.0,8620.0,3248.0,2864.0,2.34,3.01,0
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (500L),ERRA08EW1 / ELSH(B)12P50E,01.08.2023,"Daikin ERRA08EW1 & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG mit integr. 500l Speicher, Biv, ELSHB12P50E",10498.0,EUR (4799.00 EUR & 5699.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,500.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-7.0,-10.0,35.0,1.4,5.6,27.0,24.0,27.0,0.0,190.0,134.0,4.81,5.42,,7600.0,6810.0,3248.0,2076.0,2.34,3.28,0
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (500L),ERRA10EW1 / ELSH(B)12P50E,01.08.2023,"Daikin ERRA10EW1 & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG mit integr. 500l Speicher, Biv, ELSHB12P50E",11398.0,EUR (5699.00 EUR & 5699.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,500.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-10.0,-10.0,35.0,0.0,4.3,27.0,24.0,27.0,0.0,191.0,134.0,4.84,5.41,,7600.0,7970.0,3248.0,2571.0,2.34,3.1,0
 DAIKIN Europe N.V.,Daikin Altherma 3 R MT ECH2O 08-12 kW (500L),ERRA12EW1 / ELSH(B)12P50E,01.08.2023,"Daikin Altherma 3 R MT 12 Monoblock-Wärmepumpen-Außengerät (ERRA12EW1) & DAIKIN  DAIKIN Altherma 3 R MT ECH2O, IG mit integr. 500l Speicher, Biv, ELSHB12P50E",12098.0,EUR (6399.00 EUR & 5699.00 EUR),idealo & raleo,2025-03-14 & 2025-03-12,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,500.0,8.3,12.5,R32,"3,250 kg",44.7,56.0,44.7,56.0,-10.0,-10.0,35.0,0.0,4.3,27.0,24.0,27.0,0.0,191.0,138.0,4.84,5.41,,7600.0,8620.0,3248.0,2864.0,2.34,3.01,0
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R W/F 4KW (180L) (/A),ERGA04EV / EHVH04S18E6V + cooling kit,11.06.2018,Daikin Altherma 3 R 07 Heizen & Kühlen 1-phasig 230V weiß (ERGA04EV7) & Daikin Altherma 3 R F 4kW H+K (EHVH04S18E6V),6419.0,EUR (1965.00 EUR & 4454.00 EUR),idealo & idealo,2025-03-14 & 2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,180.0,6.0,6.0,R32,"1,500 kg",42.0,58.0,42.0,58.0,-7.0,-10.0,35.0,0.8,2.0,10.0,10.0,8.0,0.0,176.0,127.0,4.48,5.66,,5300.0,4520.0,2690.0,1361.0,1.97,3.32,0
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R W/F 4KW (180L) (/A),ERGA04EV / EHVZ04S18E6V,11.06.2018,"Daikin Altherma 3 R 07 Heizen & Kühlen 1-phasig 230V weiß (ERGA04EV7) & Daikin Altherma 3 R F 4 kW, Wärmepumpe, Innengerät, Bi-Zone, 180L, Heizen (EHVZ04S18E6V)",7824.0,EUR (1965.00 EUR & 5859.00 EUR),idealo & heizungsdiscount,2025-03-14 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,180.0,6.0,6.0,R32,"1,500 kg",42.0,58.0,42.0,58.0,-7.0,-10.0,35.0,0.8,2.0,10.0,10.0,8.0,0.0,176.0,127.0,4.48,5.66,,5300.0,4520.0,2690.0,1361.0,1.97,3.32,0
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R W/F 4KW (180L) (/A),ERGA04EV / EHVZ04S18E6V + cooling kit,11.06.2018,"Daikin Altherma 3 R 07 Heizen & Kühlen 1-phasig 230V weiß (ERGA04EV7) & Daikin Altherma 3 R F 4 kW, Wärmepumpe, Innengerät, Bi-Zone, 180L, Heizen (EHVZ04S18E6V)",7824.0,EUR (1965.00 EUR & 5859.00 EUR),idealo & heizungsdiscount,2025-03-14 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,180.0,6.0,6.0,R32,"1,500 kg",42.0,58.0,42.0,58.0,-7.0,-10.0,35.0,0.8,2.0,10.0,10.0,8.0,0.0,176.0,127.0,4.48,5.66,,5300.0,4520.0,2690.0,1361.0,1.97,3.32,0
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R W/F 4KW (180L) (/A),ERGA04EV(A) / EHVH04S18E6V,11.06.2018,Daikin Altherma 3 R 07 Heizen & Kühlen 1-phasig 230V weiß (ERGA04EV7) & Daikin Altherma 3 R F 4kW H+K (EHVH04S18E6V),6419.0,EUR (1965.00 EUR & 4454.00 EUR),idealo & idealo,2025-03-14 & 2025-03-14,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,180.0,6.0,6.0,R32,"1,500 kg",42.0,58.0,42.0,58.0,-7.0,-10.0,35.0,0.8,2.0,10.0,10.0,8.0,0.0,176.0,127.0,4.48,5.66,,5300.0,4520.0,2690.0,1361.0,1.97,3.32,0
 Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki M 2.0HP R32,01. RASM-2VRE  - Heating Only,02.08.2019,"Hitachi Yutaki M RASM-2VRE Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 4,3 kW",5299.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.0,4.0,R32,"1,200 kg",37.0,61.0,37.0,61.0,-7.0,-10.0,55.0,0.0,0.9,12.0,0.0,12.0,0.0,181.0,133.0,4.6,,,3500.0,,1643.0,,2.13,,4
 Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki M 2.0HP R32,02. RASM-2VRE  - with cooling kit,02.08.2019,"Hitachi Yutaki M RASM-2VRE Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 4,3 kW",5299.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,4.0,4.0,R32,"1,200 kg",37.0,61.0,37.0,61.0,-7.0,-10.0,55.0,0.0,0.9,12.0,0.0,12.0,0.0,186.0,136.0,4.73,5.57,8.04,3500.0,4000.0,1643.0,1000.0,2.13,4.0,4
 Johnson Controls-Hitachi AirConditioning Spain,11. Yutaki M 3.0HP R32,01. RASM-3VRE - Heating Only,02.08.2019,"Hitachi Yutaki M RASM-3VRE Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 8,0 kW",5479.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,7.0,6.0,R32,"1,300 kg",37.0,67.0,37.0,69.0,-7.0,-10.0,55.0,0.6,1.5,12.0,0.0,12.0,0.0,177.0,125.0,4.5,,,5100.0,,2772.0,,1.84,,2
 Johnson Controls-Hitachi AirConditioning Spain,11. Yutaki M 3.0HP R32,02. RASM-3VRE - with cooling kit,02.08.2019,"Hitachi Yutaki M RASM-3VRE Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 8,0 kW",5479.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,7.0,6.0,R32,"1,300 kg",37.0,67.0,37.0,69.0,-7.0,-10.0,55.0,0.6,1.5,12.0,0.0,12.0,0.0,179.0,127.0,4.55,5.27,8.35,5100.0,6500.0,2772.0,1940.0,1.84,3.35,2
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,03. RAS-2WHVRP1  RWD-2.0RW1E-220S - Heating Only,08.02.2022,"Hitachi Yutaki S Combi 4,3 kW RAS-2WHVRP1 + RWD-2.0RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L",8449.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,4.0,4.0,R32,"1,200 kg",37.0,49.0,37.0,49.0,-7.0,-10.0,55.0,0.0,0.9,12.0,0.0,12.0,0.0,180.0,130.0,4.57,,,3500.0,,1750.0,,2.0,,1
 Johnson Controls-Hitachi AirConditioning Spain,27. Yutaki S (R1) & S Combi (RW1) 220L 2HP R32,04. RAS-2WHVRP1  RWD-2.0RW1E-220S - with cooling kit,08.02.2022,"Hitachi Yutaki S Combi 4,3 kW RAS-2WHVRP1 + RWD-2.0RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L",8449.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,4.0,4.0,R32,"1,200 kg",37.0,49.0,37.0,49.0,-7.0,-10.0,55.0,0.0,0.9,12.0,0.0,12.0,0.0,184.0,132.0,4.68,5.57,8.04,3500.0,4000.0,1750.0,1000.0,2.0,4.0,1
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,01. RAS-2.5WHVRP1 RWM-2.5R1E - Heating Only,08.02.2022,"Hitachi Yutaki S 6,0 kW RAS-2.5WHVRP1 + RWM-2.5R1E - Wärmepumpe + Hydromodul | 3 kW Heizstab",5669.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.0,5.0,R32,"1,300 kg",37.0,54.0,37.0,54.0,-7.0,-10.0,55.0,0.7,1.1,12.0,0.0,12.0,0.0,177.0,127.0,4.57,5.48,8.46,4420.0,5300.0,2679.0,1472.0,1.65,3.6,4
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,02. RAS-2.5WHVRP1 RWM-2.5R1E - with cooling kit,08.02.2022,"Hitachi Yutaki S 6,0 kW RAS-2.5WHVRP1 + RWM-2.5R1E - Wärmepumpe + Hydromodul | 3 kW Heizstab",5669.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.0,5.0,R32,"1,300 kg",37.0,54.0,37.0,54.0,-7.0,-10.0,55.0,0.7,1.1,12.0,0.0,12.0,0.0,180.0,128.0,4.57,5.48,8.5,4420.0,5300.0,2679.0,1472.0,1.65,3.6,4
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,03. RAS-2.5WHVRP1  RWD-2.5RW1E-220S - Heating Only,08.02.2022,Hitachi Yutaki S Combi 6 kW RAS-2.5WHVRP1 + RWD-2.5RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L,8939.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,6.0,5.0,R32,"1,300 kg",37.0,54.0,37.0,54.0,-7.0,-10.0,55.0,0.7,1.1,12.0,0.0,12.0,0.0,177.0,127.0,4.57,5.48,8.46,4420.0,5300.0,2679.0,1472.0,1.65,3.6,4
 Johnson Controls-Hitachi AirConditioning Spain,28. Yutaki S (R1) & S Combi (RW1) 220L 2.5HP R32,04. RAS-2.5WHVRP1  RWD-2.5RW1E-220S - with cooling kit,08.02.2022,Hitachi Yutaki S Combi 6 kW RAS-2.5WHVRP1 + RWD-2.5RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L,8939.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,6.0,5.0,R32,"1,300 kg",37.0,54.0,37.0,54.0,-7.0,-10.0,55.0,0.7,1.1,12.0,0.0,12.0,0.0,180.0,128.0,4.57,5.48,8.5,4420.0,5300.0,2679.0,1472.0,1.65,3.6,4
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,01. RAS-3WHVRP1 RWM-3.0R1E - Heating Only,08.02.2022,"Hitachi Yutaki S 8,0 kW RAS-3WHVRP1 + RWM-3.0R1E - Wärmepumpe + Hydromodul | 3 kW Heizstab",5849.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.0,6.0,R32,"1,300 kg",37.0,57.0,37.0,57.0,-7.0,-10.0,55.0,1.4,1.0,12.0,0.0,12.0,0.0,177.0,125.0,4.5,,,5100.0,,2772.0,,1.84,,2
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,02. RAS-3WHVRP1 RWM-3.0R1E - with cooling kit,08.02.2022,"Hitachi Yutaki S 8,0 kW RAS-3WHVRP1 + RWM-3.0R1E - Wärmepumpe + Hydromodul | 3 kW Heizstab",5849.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,7.0,6.0,R32,"1,300 kg",37.0,57.0,37.0,57.0,-7.0,-10.0,55.0,1.4,1.0,12.0,0.0,12.0,0.0,179.0,126.0,4.5,5.27,8.31,5100.0,6500.0,2772.0,1940.0,1.84,3.35,2
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,03. RAS-3WHVRP1  RWD-3.0RW1E-220S - Heating Only,08.02.2022,Hitachi Yutaki S Combi 8 kW RAS-3WHVRP1 + RWD-3.0RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L,9259.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,7.0,6.0,R32,"1,300 kg",37.0,57.0,37.0,57.0,-7.0,-10.0,55.0,1.4,1.0,12.0,0.0,12.0,0.0,177.0,125.0,4.5,,,5100.0,,2772.0,,1.84,,4
 Johnson Controls-Hitachi AirConditioning Spain,29. Yutaki S (R1) & S Combi (RW1) 220L 3HP R32,04. RAS-3WHVRP1  RWD-3.0RW1E-220S - with cooling kit,08.02.2022,Hitachi Yutaki S Combi 8 kW RAS-3WHVRP1 + RWD-3.0RW1E-220S Wärmepumpe + Hydromodul/Speicher 220 L,9259.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,220.0,7.0,6.0,R32,"1,300 kg",37.0,57.0,37.0,57.0,-7.0,-10.0,55.0,1.4,1.0,12.0,0.0,12.0,0.0,179.0,126.0,4.5,5.27,8.31,5100.0,6500.0,2772.0,1940.0,1.84,3.35,4
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (mono),RASM-4VR1E - heating only,14.10.2022,"Hitachi Yutaki M RASM-4VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 11,0 kW",7079.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,11.0,11.0,R32,"2,600 kg",,61.0,,61.0,-7.0,-10.0,35.0,1.3,1.3,15.0,0.0,15.0,0.0,175.0,132.0,4.45,,,9700.0,,4042.0,,2.4,,0
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 4.0HP R32 (mono),RASM-4VR1E - with cooling kit,14.10.2022,"Hitachi Yutaki M RASM-4VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 11,0 kW",7079.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,11.0,11.0,R32,"2,600 kg",,61.0,,61.0,-7.0,-10.0,35.0,1.3,1.3,15.0,0.0,15.0,0.0,177.0,133.0,4.45,4.58,7.91,9700.0,11000.0,4042.0,3264.0,2.4,3.37,0
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 5.0HP R32 (mono),RASM-5VR1E - heating only,14.10.2022,"Hitachi Yutaki M RASM-5VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 12,0 kW",7129.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,12.0,12.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.3,1.3,15.0,0.0,15.0,0.0,175.0,133.0,4.45,,,10700.0,,4553.0,,2.35,,2
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 5.0HP R32 (mono),RASM-5VR1E - with cooling kit,14.10.2022,"Hitachi Yutaki M RASM-5VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 12,0 kW",7129.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,12.0,12.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.3,1.3,15.0,0.0,15.0,0.0,177.0,134.0,4.45,4.6,7.93,10700.0,12000.0,4553.0,3636.0,2.35,3.3,2
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 6.0HP R32 (mono),RASM-6VR1E - heating only,14.10.2022,"Hitachi Yutaki M RASM-6VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 13,0 kW",7439.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,13.0,13.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.5,1.5,15.0,0.0,15.0,0.0,175.0,133.0,4.45,,,11500.0,,4894.0,,2.35,,2
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 6.0HP R32 (mono),RASM-6VR1E - with cooling kit,14.10.2022,"Hitachi Yutaki M RASM-6VR1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 13,0 kW",7439.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,13.0,13.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.5,1.5,15.0,0.0,15.0,0.0,177.0,135.0,4.45,4.59,7.91,11500.0,13000.0,4894.0,4037.0,2.35,3.22,2
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 6.0HP R32 (tri),RASM-6R1E - heating only,14.10.2022,Hitachi Yutaki M RASM-6R1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 400 Volt,7579.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,13.0,13.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.5,1.5,29.0,0.0,29.0,0.0,163.0,128.0,4.15,,,11500.0,,4894.0,,2.35,,2
 Johnson Controls-Hitachi AirConditioning Spain,Yutaki M 6.0HP R32 (tri),RASM-6R1E - with cooling kit,14.10.2022,Hitachi Yutaki M RASM-6R1E Monoblock Wärmepumpe zum Heizen / Kühlen / Brauchwasserbereitung 400 Volt,7579.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,none,0.0,13.0,13.0,R32,"3,000 kg",,63.0,,63.0,-7.0,-10.0,35.0,1.5,1.5,29.0,0.0,29.0,0.0,166.0,130.0,4.15,4.08,6.97,11500.0,13000.0,4894.0,4037.0,2.35,3.22,2
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM071HF UB40 / HN1616HC NK0,17.07.2024,"LG heat pump monoblock HM071HF.UB40 - 7kW & LG Therma V R290 Monobloc Hydrobox Innengerät, HN1616HC.NK0 (HN1616HC.NK0)",7521.0,EUR,vanwalraven (5886.0 EUR) & heizungsdiscount (1635.0 EUR),2025-04-02,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",39.0,49.0,39.0,49.0,-10.0,-10.0,75.0,0.0,,10.0,30.0,10.0,0.0,207.0,151.0,5.24,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM071HF UB40 / PHCS0 ENCXLEU,17.07.2024,LG THERMA V Set Monobloc HM071HF.UB40 + PHCS0 Kontrolleinheit | 7 kW | 230 V | R290,6649.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",,49.0,,49.0,-10.0,-10.0,75.0,0.0,,10.0,30.0,10.0,0.0,207.0,151.0,5.24,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM073HF UB40 / HN1639HC NK0,17.07.2024,"LG heat pump monoblock HM073HF.UB40 - 7kW & LG Luft-/Wasser-Wärmepumpe THERMA V R290 Hydrobox Inneneinheit, inkl. Heizstab - HN1639HC.NK0",7408.2,EUR,vanwalraven (5886.0 EUR) & heima24 (1522.2 EUR),2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",39.0,49.0,39.0,49.0,-10.0,-10.0,75.0,0.0,,10.0,30.0,10.0,0.0,207.0,151.0,5.24,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM091HF UB40 / HN1616HC NK0,17.07.2024,"LG heat pump monoblock HM091HF.UB40 - 9kW & LG Therma V R290 Monobloc Hydrobox Innengerät, HN1616HC.NK0 (HN1616HC.NK0)",8065.0,EUR,vanwalraven (6430.0 EUR) & heizungsdiscount (1635.0 EUR),2025-04-02,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",39.0,50.0,39.0,50.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,10.0,0.0,205.0,151.0,5.2,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM091HF UB40 / PHCS0 ENCXLEU,17.07.2024,LG THERMA V Set Monobloc HM091HF.UB40 + PHCS0 Kontrolleinheit | 9 kW | 230 V | R290,6749.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",0.0,50.0,0.0,50.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,10.0,0.0,205.0,151.0,5.2,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM093HF UB40 / HN1639HC NK0,17.07.2024,"LG Luft-Wasser-Wärmepumpe THERMA V HM093HF.UB40 R290 Monobloc Außengerät | 9 kW | 400 V | R290 & LG Luft-/Wasser-Wärmepumpe THERMA V R290 Hydrobox Inneneinheit, inkl. Heizstab - HN1639HC.NK0",7521.2,EUR,breeze24 (5999.0 EUR) & heima24 (1522.2 EUR),2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",39.0,50.0,39.0,50.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,30.0,10.0,205.0,151.0,5.2,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 7, 9kW_1 phase & 3phases_UB40",HM093HF UB40 / PHCS0 ENCXLEU,17.07.2024,LG THERMA V Set Monobloc HM093HF.UB40 + PHCS0 Kontrolleinheit | 9 kW | 400 V | R290,6949.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R290,"0,900 kg",39.0,50.0,39.0,50.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,30.0,10.0,205.0,151.0,5.2,,,6400.0,,2612.0,,2.45,,4
 LG Electronics Inc.,"R290 monobloc 9, 12, 14 ,16kW 1 phase & 3phases",HM093HFX UB60 / HN1639HC NK0,25.09.2023,"LG Luft-/Wasser-Wärmepumpe THERMA V R290 Monobloc 9 kW - HM093HFX.UB60 & LG Luft-/Wasser-Wärmepumpe THERMA V R290 Hydrobox Inneneinheit, inkl. Heizstab - HN1639HC.NK0",6572.9,EUR,heima24 (5050.7 EUR) & heima24 (1522.2 EUR),2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.0,9.0,R290,"1,200 kg",39.0,49.0,39.0,49.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,10.0,0.0,206.0,147.0,5.23,,,8000.0,,3200.0,,2.5,,3
 LG Electronics Inc.,"R290 monobloc 9, 12, 14 ,16kW 1 phase & 3phases",HM093HFX UB60 / HN1639HY NK0,25.09.2023,"LG Luft-/Wasser-Wärmepumpe THERMA V R290 Monobloc 9 kW - HM093HFX.UB60 & LG heat pump Combi Hydrosplit indoor unit HN1639HY.NK0, 200L",10490.7,EUR,heima24 (5050.7 EUR) & vanwalraven (5440.0 EUR),2025-04-10,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,200.0,9.0,9.0,R290,"1,200 kg",39.0,49.0,39.0,49.0,-10.0,-10.0,75.0,0.0,0.0,10.0,30.0,10.0,0.0,206.0,147.0,5.23,,,8000.0,,3200.0,,2.5,,3
